year,rate
2008,11.3
1960,50.278
1961,49.979
1962,49.704
1963,49.456
1964,49.229
1965,49.004
1966,48.752
1967,48.449
1968,48.084
1969,47.66
1970,47.197
1971,46.724
1972,46.273
1973,45.864
1974,45.502
1975,45.18
1976,44.883
1977,44.584
1978,44.259
1979,43.899
1980,43.493
1981,43.038
1982,42.544
1983,42.02
1984,41.475
1985,40.923
1986,40.383
1987,39.863
1988,39.364
1989,38.881
1990,38.4
1991,37.895
1992,37.347
1993,36.743
1994,36.082
1995,35.37
1996,34.619
1997,33.85
1998,33.088
1999,32.347
2000,31.643
2001,30.989
2002,30.383
2003,29.821
2004,29.302
2005,28.819
2006,28.364
2007,27.923
2008,27.484
1960,48.3355111014556
1965,48.277399165035
1970,47.9682446402142
1975,47.544242786691
1980,46.785867857147
1981,46.6573048322578
1982,46.5178321522197
1983,46.3787774790484
1984,46.2489820288968
1985,46.1119375531118
1986,45.9812548079923
1987,45.8349780558886
1988,45.659105132552
1989,45.4657044772077
1990,45.2488847732957
1991,45.0190201157539
1992,44.7638990985783
1993,44.4658066013816
1994,44.1540927715594
1995,43.8462040942478
1996,43.4771975072241
1997,43.10431474039
1998,42.7436227728538
1999,42.3836285101565
2000,42.0207772960686
2001,41.6874766856883
2002,41.3572331217393
2003,41.0518473272009
2004,40.734392432167
2005,40.3992512995091
2006,40.067056387346
2007,39.6972667302193
2008,39.3064004905928
1960,18.41
1962,17.59
1965,16.576
1967,15.9
1970,15.336
1972,14.96
1975,15.314
1977,15.55
1980,15.04
1982,14.7
1985,13.44
1987,12.6
1988,12.4
1989,11.8
1990,11.7
1991,10.9
1992,9.9
1993,10.2
1994,10.2
1995,11.2
1996,12
1997,12.2
1998,10.5
1999,9.9
2000,10
2001,9.2
2002,9.9
2003,8.9
2004,9.1
2005,9.563
2006,9.33
2007,9.4
2008,9.9
1960,44.156
1961,43.9
1962,43.582
1963,43.193
1964,42.733
1965,42.201
1966,41.596
1967,40.946
1968,40.288
1969,39.66
1970,39.114
1971,38.699
1972,38.444
1973,38.361
1974,38.456
1975,38.739
1976,39.214
1977,39.831
1978,40.522
1979,41.221
1980,41.832
1981,42.259
1982,42.453
1983,42.387
1984,42.054
1985,41.481
1986,40.719
1987,39.86
1988,38.984
1989,38.135
1990,37.345
1991,36.625
1992,35.951
1993,35.305
1994,34.687
1995,34.089
1996,33.501
1997,32.914
1998,32.325
1999,31.735
2000,31.153
2001,30.592
2002,30.064
2003,29.576
2004,29.13
2005,28.722
2006,28.347
2007,27.99
2008,27.643
1960,14.7
1961,14
1962,12.9
1963,13.1
1964,13.1
1965,13.1
1966,13.6
1967,14.6
1968,15.1
1969,15
1970,14.7
1971,14.5
1972,14.7
1973,15
1974,17.8
1975,18.4
1976,17.5
1977,16.7
1978,15.8
1979,15
1980,13.9
1981,13.3
1982,12.5
1983,11.9
1984,11.8
1985,12.2
1986,12.1
1987,11.6
1988,11.7
1989,11.9
1990,12.1
1991,12.3
1992,11.8
1993,11.4
1994,11.3
1995,11
1996,10.4
1997,9.9
1998,9.7
1999,9.4
2000,9.6
2001,9.5
2002,9.5
2003,9.5
2004,9.4
2005,9.665
2006,9.916
2007,9.707
2008,9.882
1960,44.862
1961,44.622
1962,44.321
1963,43.979
1964,43.61
1965,43.22
1966,42.809
1967,42.362
1968,41.873
1969,41.341
1970,40.766
1971,40.147
1972,39.489
1973,38.796
1974,38.077
1975,37.342
1976,36.6
1977,35.857
1978,35.118
1979,34.38
1980,33.636
1981,32.87
1982,32.073
1983,31.244
1984,30.389
1985,29.525
1986,28.671
1987,27.848
1988,27.074
1989,26.356
1990,25.697
1991,25.092
1992,24.526
1993,23.992
1994,23.486
1995,23.015
1996,22.588
1997,22.211
1998,21.88
1999,21.587
2000,21.317
2001,21.052
2002,20.776
2003,20.475
2004,20.143
2005,19.779
2006,19.387
2007,18.98
2008,18.569
1960,47.58
1962,47.1
1965,44.76
1967,43.2
1970,41.1
1972,39.7
1975,37.48
1977,36
1980,34.425
1981,33.9
1982,33.8
1983,33.7
1984,33.9
1985,32.9
1986,32.6
1987,32.2
1988,31.5
1989,30.6
1990,30.2
1991,29.5
1992,29.2
1993,28.7
1994,28.7
1995,28.3
1996,27.5
1997,27.2
1998,26.5
1999,26.1
2000,25.8
2001,25.4
2002,25
2003,24.8
2004,24.1
2005,23.8
2006,23.5
2007,23.1
2008,22.8
1960,21.5
1961,21.2
1962,21.8
1963,22.2
1964,22.4
1965,22.1
1966,21.6
1967,21.1
1968,20.9
1969,21.5
1970,21.8
1971,22.7
1972,22.7
1973,22.4
1974,22.1
1975,21.1
1976,21
1977,21.1
1978,21.2
1979,21.5
1980,21.8
1981,21
1982,20.4
1983,19.1
1984,18.1
1985,17.6
1986,17.3
1987,16.6
1988,15.3
1989,14.7
1990,15.1
1991,16.3
1992,14.5
1993,13.9
1994,13.4
1995,13.5
1996,13.9
1997,14.3
1998,14.5
1999,14.2
2000,14
2001,15.1
2002,15.4
2003,15.5
2004,15.9
2005,14.677
2006,15.076
2007,16.209
2008,16.906
1960,45.575
1961,45.503
1962,45.436
1963,45.362
1964,45.268
1965,45.127
1966,44.908
1967,44.609
1968,44.242
1969,43.829
1970,43.416
1971,43.056
1972,42.797
1973,42.668
1974,42.683
1975,42.863
1976,43.223
1977,43.714
1978,44.264
1979,44.799
1980,45.218
1981,45.419
1982,45.334
1983,44.919
1984,44.15
1985,43.021
1986,41.554
1987,39.836
1988,37.956
1989,35.978
1990,33.943
1991,31.871
1992,29.786
1993,27.735
1994,25.786
1995,24.03
1996,22.556
1997,21.394
1998,20.548
1999,20.003
2000,19.715
2001,19.614
2002,19.602
2003,19.597
2004,19.552
2005,19.443
2006,19.276
2007,19.089
2008,18.906
1960,41.356
1961,41.707
1962,42.316
1963,43.082
1964,43.896
1965,44.635
1966,45.194
1967,45.539
1968,45.651
1969,45.519
1970,45.167
1971,44.652
1972,44.068
1973,43.491
1974,42.955
1975,42.47
1976,42.021
1977,41.574
1978,41.11
1979,40.635
1980,40.169
1981,39.739
1982,39.365
1983,39.061
1984,38.83
1985,38.664
1986,38.547
1987,38.455
1988,38.368
1989,38.277
1990,38.19
1991,38.122
1992,38.082
1993,38.065
1994,38.051
1995,37.997
1996,37.855
1997,37.592
1998,37.196
1999,36.671
2000,36.042
2001,35.353
2002,34.656
2003,33.992
2004,33.378
2005,32.815
2006,32.286
2007,31.761
2008,31.22
1960,28
1961,25.5
1962,25.9
1963,26
1964,25.2
1965,24.4
1966,23.8
1967,22.2
1968,21
1969,20.8
1970,19.7
1971,20.8
1972,22.3
1973,21.7
1974,19.9
1975,20.1
1976,19.5
1977,18
1978,18.6
1979,19.8
1980,19.9
1981,18.8
1982,18.5
1983,18.4
1984,17.2
1985,16
1986,16.1
1987,17
1988,18.7
1989,18
1990,18.7
1991,17.7
1992,17.7
1993,17.5
1994,16.7
1995,16.1
1996,16.1
1997,15.3
1998,15.3
1999,14.8
2000,14
2001,14.4
2002,13.3
2003,14.1
2004,14.5
2005,14.424
2006,14.533
2007,14.636
2008,15.232
1960,26.9
1961,25.1
1962,24.9
1963,25
1964,25.7
1965,25.8
1966,25.5
1967,23.7
1968,24.9
1969,25.6
1970,26.1
1971,28
1972,27.2
1973,27
1974,27.5
1975,27.6
1976,27.9
1977,26.3
1978,25
1979,24.7
1980,24.3
1981,23.6
1982,24
1983,24
1984,23.7
1985,23.5
1986,23.1
1987,22.7
1988,22.6
1989,22.3
1990,22.2
1991,21.4
1992,21.5
1993,21.3
1994,21.2
1995,21.1
1996,21.3
1997,21.4
1998,21.9
1999,21.5
2000,21.7
2001,21.2
2002,21.2
2003,21.7
2004,21.3
2005,20.8
2006,21
2007,21.1
2008,21.5
1960,18.1
1961,18.4
1962,18.4
1963,18.8
1964,19.7
1965,19.1
1966,18.7
1967,18
1968,17.6
1969,17.5
1970,16.8
1971,16.8
1972,16.3
1973,16
1974,15.8
1975,14.9
1976,14
1977,13.2
1978,12.6
1979,11.9
1980,11.3
1981,11
1982,10.9
1983,10.6
1984,10.3
1985,10.1
1986,9.7
1987,9.6
1988,9.9
1989,9.7
1990,10
1991,9.9
1992,9.7
1993,9.4
1994,9.3
1995,9.2
1996,9.2
1997,9.2
1998,9
1999,9.3
2000,9.3
2001,9
2002,9.4
2003,9.44477449588169
2004,9.7
2005,9.453
2006,9.501
2007,9.498
2008,9.624
1960,39.44
1962,39.6
1965,38.22
1967,37.3
1970,34.42
1972,32.5
1975,30.28
1977,28.8
1980,27.636
1982,26.86
1985,26.074
1987,25.55
1990,25.2
1991,25.1
1992,24.3
1993,23.6
1994,24.1
1995,25.5
1996,23.5
1997,23.4
1998,22.2
1999,20.8
2000,20.7
2001,21.2
2002,20
2003,17.94
2004,17.86
2005,17.82
2006,17.37
2007,17.03
2008,16.69
1960,49.595
1961,50.688
1962,51.658
1963,52.416
1964,52.911
1965,53.126
1966,53.088
1967,52.877
1968,52.556
1969,52.146
1970,51.645
1971,51.033
1972,50.298
1973,49.445
1974,48.506
1975,47.529
1976,46.569
1977,45.669
1978,44.857
1979,44.144
1980,43.523
1981,42.971
1982,42.439
1983,41.888
1984,41.297
1985,40.642
1986,39.908
1987,39.104
1988,38.252
1989,37.37
1990,36.502
1991,35.697
1992,34.985
1993,34.375
1994,33.857
1995,33.386
1996,32.896
1997,32.329
1998,31.654
1999,30.876
2000,30.031
2001,29.182
2002,28.397
2003,27.725
2004,27.177
2005,26.743
2006,26.391
2007,26.067
2008,25.726
1960,17.3
1961,17
1962,17.1
1963,17.4
1964,17.8
1965,18.7
1966,13.8
1967,19.4
1968,18.7
1969,18.5
1970,18.7
1971,19.1
1972,19.2
1973,19.4
1974,18.4
1975,17
1976,16.2
1977,15.4
1978,14.8
1979,14.1
1980,13.5
1981,13
1982,12.8
1983,12.7
1984,12.5
1985,11.9
1986,11.4
1987,11.1
1988,10.8
1989,10.2
1990,10
1991,9.9
1992,9.8
1993,9.6
1994,10
1995,9.54
1996,9.6
1997,9.5
1998,9.6
1999,9.3
2000,9.4
2001,9.3
2002,9.3
2003,9.2
2004,8.69360456470183
2005,8.4132922190743
2006,8.65
2007,8.63
2008,8.7
1979,24
1980,23.9
1981,24.4
1982,24.4
1983,24.5
1984,25.5
1985,25.1
1986,25.6
1987,25.7
1988,24.8
1989,23
1990,21.7
1991,21
1992,19.9
1993,18.6
1994,18.2
1995,16.7
1996,15.9
1997,14.7
1998,14.3
1999,14.2
2000,14.7
2001,14.9
2002,14.6
2003,15.3
2004,18.2
2005,18.4
2006,19.7
2007,20.79
2008,22.7
1960,51.256
1961,51.154
1962,51.043
1963,50.931
1964,50.825
1965,50.738
1966,50.683
1967,50.66
1968,50.667
1969,50.696
1970,50.733
1971,50.762
1972,50.765
1973,50.728
1974,50.643
1975,50.51
1976,50.337
1977,50.135
1978,49.908
1979,49.653
1980,49.364
1981,49.034
1982,48.652
1983,48.206
1984,47.686
1985,47.061
1986,46.301
1987,45.406
1988,44.399
1989,43.316
1990,42.216
1991,41.166
1992,40.225
1993,39.44
1994,38.838
1995,38.431
1996,38.213
1997,38.135
1998,38.15
1999,38.23
2000,38.358
2001,38.523
2002,38.715
2003,38.909
2004,39.074
2005,39.17
2006,39.16
2007,39.027
2008,38.767
1979,30.1
1980,29.6
1981,30.7
1982,31.1
1983,31.3
1984,32
1985,32
1986,32.7
1987,32.7
1988,31.5
1989,30.4
1990,29.3
1991,29.1
1992,28.6
1993,26.1
1994,24.6
1995,26
1996,23.6
1997,22
1998,21.9
1999,21.5
2000,19.8
2001,19.8
2002,19.2
2003,20.9
2004,21.6
2005,21.4
2006,23.3
2007,23.5
2008,24.36
1960,45.107
1961,45.059
1962,45.006
1963,44.937
1964,44.834
1965,44.675
1966,44.434
1967,44.094
1968,43.637
1969,43.053
1970,42.247
1971,41.105
1972,39.649
1973,37.995
1974,36.32
1975,35.019
1976,34.558
1977,35.17
1978,36.894
1979,39.587
1980,42.846
1981,46.108
1982,48.806
1983,50.535
1984,51.147
1985,50.698
1986,49.445
1987,47.845
1988,46.266
1989,44.838
1990,43.59
1991,42.443
1992,41.228
1993,39.835
1994,38.268
1995,36.557
1996,34.754
1997,32.95
1998,31.231
1999,29.658
2000,28.292
2001,27.176
2002,26.299
2003,25.64
2004,25.185
2005,24.909
2006,24.776
2007,24.735
2008,24.733
1960,37
1967,42
1987,35
1990,32.18
1992,30.3
1995,32
1997,32
2000,29.42
2002,27.7
2005,26.6
1970,25.8
1976,26.9
1977,27.8
1978,24.1
1979,27.7
1980,26.8
1981,25.9
1982,29.1
1983,24.1
1984,25.3
1985,23.1
1986,23
1987,23.6
1988,21.3
1989,22.3
1990,22.0333333333
1992,21.5
1995,19.4
1996,19.7
1997,20.5
2000,18.175
2001,17.4
2002,17.3
1960,42.12
1962,39.6
1965,34.98
1967,31.9
1970,31.2
1971,31.2
1972,28.5
1973,28
1974,26.6
1975,24.8
1976,22.2
1977,22.7
1978,20.4
1979,23
1980,22.7
1981,22.7
1982,21.8
1983,19.5
1984,16.9
1985,16.2
1986,15.9
1987,15.1
1988,15.2
1989,15.2
1990,15.4
1991,16.6
1992,16.9
1993,16.4
1994,16.3
1995,16
1996,15.3
1997,14.8
1998,13.8
1999,13.2
2000,13.4
2001,11.6
2002,10.3
2003,10.2
2004,9.8
2005,9
2006,9.2
2007,10
2008,9.4
1981,31
1982,33.41
1983,30.76
1984,33.54
1985,32.05
1986,31.75
1987,32.06
1988,31.43
1989,29.38
1990,29.64
1991,27.54
1992,22.99
1993,22.46
1994,21.76
1995,22.07
1996,22.36
1997,20.57
1998,21.23
1999,22.71
2000,22.76
2001,21.74
2002,20.8
2003,18.31
2004,19.95
2005,20.89
2006,19.09
2007,19.25
2008,19.01
1960,43.95
1961,44.239
1962,44.785
1963,45.574
1964,46.534
1965,47.515
1966,48.329
1967,48.823
1968,48.899
1969,48.532
1970,47.767
1971,46.712
1972,45.536
1973,44.376
1974,43.29
1975,42.303
1976,41.396
1977,40.501
1978,39.564
1979,38.571
1980,37.517
1981,36.403
1982,35.239
1983,34.035
1984,32.793
1985,31.488
1986,30.083
1987,28.582
1988,27.015
1989,25.432
1990,23.933
1991,22.629
1992,21.592
1993,20.855
1994,20.414
1995,20.212
1996,20.156
1997,20.13
1998,20.044
1999,19.859
2000,19.577
2001,19.234
2002,18.897
2003,18.614
2004,18.389
2005,18.213
2006,18.062
2007,17.901
2008,17.705
1960,41.6465240210039
1965,39.6183517537241
1970,36.5725495208336
1975,34.2429233093277
1980,32.0017365978044
1981,31.4953786144574
1982,31.0017729640265
1983,30.443936071751
1984,29.888946171426
1985,29.3683636045974
1986,28.7344298094511
1987,28.2385471159975
1988,27.5927309849909
1989,27.0573880012988
1990,26.7598986436146
1991,26.1576518902149
1992,25.7411264581238
1993,25.199187616427
1994,24.8083351582998
1995,24.3812055971074
1996,23.9617690993649
1997,23.5441514867575
1998,23.1663221326805
1999,22.9288766686168
2000,22.5439351175616
2001,22.0731817658703
2002,21.4966970597315
2003,20.9360930963204
2004,20.4255653934743
2005,19.987938262498
2006,19.5702906759002
2007,19.1611528661075
2008,18.7711130783554
1960,42.963
1961,42.806
1962,42.695
1963,42.622
1964,42.58
1965,42.569
1966,42.592
1967,42.648
1968,42.728
1969,42.815
1970,42.882
1971,42.895
1972,42.841
1973,42.717
1974,42.533
1975,42.32
1976,42.12
1977,41.973
1978,41.904
1979,41.918
1980,42.01
1981,42.165
1982,42.342
1983,42.502
1984,42.617
1985,42.658
1986,42.603
1987,42.447
1988,42.193
1989,41.838
1990,41.4
1991,40.906
1992,40.376
1993,39.816
1994,39.218
1995,38.529
1996,37.679
1997,36.636
1998,35.408
1999,34.036
2000,32.61
2001,31.245
2002,30.041
2003,29.069
2004,28.353
2005,27.884
2006,27.609
2007,27.435
2008,27.281
1960,38.98
1961,38.569
1962,38.1
1963,37.571
1964,36.987
1965,36.355
1966,35.686
1967,34.997
1968,34.311
1969,33.644
1970,33.014
1971,32.436
1972,31.911
1973,31.442
1974,31.031
1975,30.686
1976,30.411
1977,30.195
1978,30.019
1979,29.864
1980,29.698
1981,29.488
1982,29.215
1983,28.87
1984,28.453
1985,27.981
1986,27.483
1987,26.991
1988,26.529
1989,26.106
1990,25.728
1991,25.391
1992,25.072
1993,24.744
1994,24.385
1995,23.952
1996,23.402
1997,22.721
1998,21.918
1999,21.016
2000,20.062
2001,19.113
2002,18.233
2003,17.469
2004,16.849
2005,16.385
2006,16.07
2007,15.863
2008,15.727
1960,54.796
1961,54.574
1962,54.176
1963,53.641
1964,53.002
1965,52.249
1966,51.351
1967,50.306
1968,49.151
1969,47.96
1970,46.866
1971,46.018
1972,45.502
1973,45.355
1974,45.564
1975,46.055
1976,46.707
1977,47.362
1978,47.896
1979,48.251
1980,48.413
1981,48.413
1982,48.332
1983,48.234
1984,48.131
1985,48.019
1986,47.879
1987,47.688
1988,47.428
1989,47.105
1990,46.728
1991,46.318
1992,45.894
1993,45.473
1994,45.061
1995,44.656
1996,44.248
1997,43.824
1998,43.374
1999,42.898
2000,42.399
2001,41.883
2002,41.36
2003,40.837
2004,40.319
2005,39.809
2006,39.309
2007,38.817
2008,38.327
1960,48.752
1961,48.864
1962,48.982
1963,49.104
1964,49.222
1965,49.331
1966,49.421
1967,49.483
1968,49.509
1969,49.49
1970,49.419
1971,49.286
1972,49.096
1973,48.853
1974,48.566
1975,48.288
1976,48.093
1977,47.987
1978,47.93
1979,47.84
1980,47.524
1981,46.75
1982,45.392
1983,43.42
1984,40.9
1985,38.001
1986,34.965
1987,32.072
1988,29.551
1989,27.518
1990,26.031
1991,25.058
1992,24.441
1993,24.038
1994,23.791
1995,23.653
1996,23.598
1997,23.617
1998,23.691
1999,23.788
2000,23.878
2001,23.945
2002,23.99
2003,24.005
2004,23.978
2005,23.895
2006,23.752
2007,23.552
2008,23.299
1960,42.24
1962,42.2
1965,41.8
1970,41.2
1976,34.3
1977,35.4
1978,33.9
1979,30.8
1980,30.6
1981,30.6
1982,31.4
1983,31
1984,30
1985,29
1986,28
1987,28.3
1990,27.775
1991,27.6
1992,26.1
1993,24.5
1994,25.4
1995,25.5
1996,22.4
1997,23
1998,19.4
1999,18.9
2000,18.2
2001,17.7
2002,16.3
2003,15.5
2004,14.7
2005,14
1960,41.5132841612
1965,39.4778548825
1970,36.4005872542
1975,34.1000260381
1980,31.8904647218
1981,31.3803354444
1982,30.9751006916
1983,30.325478791
1984,29.769930889
1985,29.2602995049
1986,28.7101997304
1987,28.14127411
1988,27.5671085695
1989,26.9629704283
1990,26.6649481208
1991,26.0598208461
1992,25.6481272628
1993,25.1076216484
1994,24.7202216641
1995,24.2911968977
1996,23.8741851594
1997,23.4550209385
1998,23.0773990794
1999,22.8412034492
2000,22.4607379289
2001,21.9890123377
2002,21.4118593147
2003,20.8543827418
2004,20.3502499506
2005,19.9159388259
2006,19.5021866673
2007,19.0960520314
2008,18.7048262982
1960,47.6860983632596
1965,47.4000776798555
1970,47.0525051211337
1975,46.486790060896
1980,45.7473604908251
1981,45.5313724777204
1982,45.2776347635209
1983,44.9853778880387
1984,44.6550154675891
1985,44.2901270988242
1986,43.8971110755267
1987,43.4867002917148
1988,43.0719528354979
1989,42.6541784222907
1990,42.2368119535995
1991,41.824744971858
1992,41.4089315036332
1993,40.9895121501817
1994,40.558881289572
1995,40.1154713353695
1996,39.6652742792539
1997,39.2079616522071
1998,38.7532633996395
1999,38.3046706922226
2000,37.8647302830936
2001,37.4366754918333
2002,37.0148296976099
2003,36.6014151680512
2004,36.1926481457146
2005,35.7882398431713
2006,35.3943201336837
2007,35.006682893617
2008,34.6243763369515
1960,47.0438506753772
1965,46.7394372579164
1970,46.3183417109423
1975,45.3219329403554
1980,44.3018591205291
1981,44.1173500198345
1982,43.8886948476238
1983,43.612436958793
1984,43.2931570054657
1985,42.9239006279028
1986,42.5246957240952
1987,42.0998822095789
1988,41.657953739764
1989,41.2153287162361
1990,40.7755048700064
1991,40.348151619968
1992,39.9215140164258
1993,39.47991414582
1994,39.0459367640087
1995,38.6316228556466
1996,38.191618731039
1997,37.7624986339031
1998,37.3531768539596
1999,36.9548053295001
2000,36.5623837330405
2001,36.1966171559112
2002,35.8388493914133
2003,35.5050890101906
2004,35.1706644943288
2005,34.8342633690575
2006,34.5162299612628
2007,34.1891348495382
2008,33.8652936435219
2005,10.96
2006,10.3
2007,9.95
2008,9.9
1960,36.046
1962,34.308
1965,32.9874
1967,32.107
1970,30.9418
1972,30.165
1975,29.0604
1977,28.324
1980,26.4898
1982,25.267
1985,23.0254
1987,21.531
1990,20.841
1992,20.381
1995,19.064
1997,18.186
2000,18.4
2001,18.9
2002,19.1
2003,18.9
2004,18.5
2005,18.8
2006,18.7
2007,19
2008,18.8
1960,34.6202058792221
1965,40.8278272989619
1970,37.4866231181323
1975,31.6643623082805
1980,28.5645106357483
1981,29.4665240307138
1982,29.9171415888664
1983,29.0199367674017
1984,28.8926957500054
1985,28.951284473673
1986,29.3479063549924
1987,29.4004915203182
1988,28.7067889855806
1989,27.9492710690276
1990,27.418410336576
1991,26.5469638094756
1992,25.7089105182456
1993,25.3268400587338
1994,24.994991465937
1995,24.4900773973571
1996,24.0603133120039
1997,23.6637666663198
1998,23.0119825417212
1999,22.4164636816164
2000,22.0032782858774
2001,21.5794524961269
2002,21.2367455285285
2003,20.9544220013136
2004,20.6665190419741
2005,20.5670149081864
2006,20.3262830897106
2007,20.164075898123
2008,20.0354316910489
1960,36.8618737053557
1965,41.016989057277
1970,38.1916832190447
1975,33.5517520035124
1980,30.3689580789483
1981,30.9563736385636
1982,31.1910225784607
1983,30.549247764777
1984,30.3551396310881
1985,30.250982407451
1986,30.4482852658739
1987,30.3247619849522
1988,29.6724978668376
1989,28.9556899000128
1990,28.4030415894608
1991,27.5937003171249
1992,26.8362693484593
1993,26.4244618059565
1994,26.074237217822
1995,25.5687691727556
1996,25.1765239608257
1997,24.7629114830187
1998,24.2384904129088
1999,23.7500413353756
2000,23.3976641463535
2001,23.0382471976602
2002,22.7357164458733
2003,22.4736155147919
2004,22.2174482847366
2005,22.0737774427969
2006,21.8523887269946
2007,21.698541378743
2008,21.5701959153759
1960,42.264
1961,42.278
1962,42.299
1963,42.328
1964,42.364
1965,42.411
1966,42.469
1967,42.537
1968,42.609
1969,42.678
1970,42.739
1971,42.785
1972,42.809
1973,42.806
1974,42.767
1975,42.69
1976,42.572
1977,42.414
1978,42.216
1979,41.977
1980,41.691
1981,41.355
1982,40.968
1983,40.533
1984,40.054
1985,39.528
1986,38.952
1987,38.334
1988,37.689
1989,37.038
1990,36.415
1991,35.859
1992,35.387
1993,35.003
1994,34.7
1995,34.447
1996,34.201
1997,33.92
1998,33.572
1999,33.15
2000,32.658
2001,32.117
2002,31.564
2003,31.03
2004,30.53
2005,30.074
2006,29.664
2007,29.29
2008,28.942
1960,20.92
1962,20.4
1965,18.78
1967,17.7
1970,17.04
1972,16.6
1975,15.64
1977,15
1980,15.48
1982,15.8
1985,15.74
1987,15.7
1988,15.5
1989,15.2
1990,15.3
1991,15
1992,14.3
1993,12.5
1994,11.5
1995,11.1
1996,10.6
1997,10.3
1998,10.1
1999,9.8
2000,9.2
2001,9
2002,9.2
2003,8.8
2004,8.8
2005,8.945
2006,9.212
2007,9.582
2008,10.442
1960,15.9
1961,16
1962,15.9
1963,15.7
1964,15.8
1965,15.9
1966,15.5
1967,14.8
1968,14
1969,13.3
1970,13
1971,12.9
1972,11.7
1973,10.8
1974,11
1975,11
1976,10.8
1977,11.2
1978,11.2
1979,11.2
1980,11.4
1981,12.1
1982,11.8
1983,11.4
1984,11.5
1985,11.2
1986,11.7
1987,11.4
1988,12.3
1989,12.4
1990,12.9
1991,12.9
1992,12.6
1993,13.4
1994,13.5
1995,13.2
1996,13.7
1997,13.1
1998,12.6
1999,12.9
2000,13.1
2001,12.4
2002,12.2
2003,11.5
2004,12
2005,11.547
2006,11.666
2007,11.411
2008,11.452
1960,15.8
1962,15.4
1965,14.56
1967,14
1970,14.3
1972,14.5
1975,14.2
1977,14
1980,14.66
1982,15.1
1985,15.16
1987,15.2
1988,15.5
1989,14.6
1990,14.2
1991,13
1992,12
1993,10.3
1994,9.5
1995,8.6
1996,7.9
1997,7.7
1998,7.6
1999,8.1
2000,8.5
2001,8.3
2002,8.2
2003,8.8
2004,8.8
2005,9.344
2006,9.731
2007,10.225
2008,10.568
1960,31.205
1961,31.111
1962,30.603
1963,29.57
1964,28.026
1965,26.128
1966,24.138
1967,22.355
1968,20.99
1969,20.104
1970,19.631
1971,19.396
1972,19.183
1973,18.854
1974,18.409
1975,17.975
1976,17.76
1977,17.938
1978,18.582
1979,19.644
1980,20.972
1981,22.342
1982,23.509
1983,24.283
1984,24.585
1985,24.396
1986,23.779
1987,22.899
1988,21.898
1989,20.837
1990,19.747
1991,18.628
1992,17.459
1993,16.238
1994,14.997
1995,13.765
1996,12.565
1997,11.425
1998,10.374
1999,9.444
2000,8.676
2001,8.105
2002,7.729
2003,7.533
2004,7.498
2005,7.591
2006,7.771
2007,7.99
2008,8.204
1960,50.4
1961,50.307
1962,50.16
1963,49.948
1964,49.671
1965,49.339
1966,48.974
1967,48.587
1968,48.18
1969,47.74
1970,47.222
1971,46.566
1972,45.746
1973,44.762
1974,43.645
1975,42.472
1976,41.342
1977,40.336
1978,39.498
1979,38.833
1980,38.297
1981,37.813
1982,37.282
1983,36.633
1984,35.843
1985,34.912
1986,33.866
1987,32.77
1988,31.678
1989,30.615
1990,29.598
1991,28.633
1992,27.708
1993,26.819
1994,25.971
1995,25.168
1996,24.409
1997,23.696
1998,23.033
1999,22.427
2000,21.894
2001,21.454
2002,21.11
2003,20.859
2004,20.69
2005,20.585
2006,20.523
2007,20.477
2008,20.423
1960,26.599
1961,25.736
1962,24.767
1963,23.72
1964,22.638
1965,21.582
1966,20.616
1967,19.786
1968,19.127
1969,18.659
1970,18.385
1971,18.287
1972,18.317
1973,18.43
1974,18.604
1975,18.834
1976,19.123
1977,19.474
1978,19.875
1979,20.299
1980,20.726
1981,21.139
1982,21.509
1983,21.803
1984,21.981
1985,21.981
1986,21.739
1987,21.245
1988,20.517
1989,19.589
1990,18.521
1991,17.393
1992,16.292
1993,15.29
1994,14.43
1995,13.733
1996,13.187
1997,12.746
1998,12.373
1999,12.062
2000,11.817
2001,11.651
2002,11.572
2003,11.576
2004,11.653
2005,11.785
2006,11.955
2007,12.141
2008,12.32
1960,48.549
1961,48.428
1962,48.304
1963,48.185
1964,48.076
1965,47.994
1966,47.952
1967,47.952
1968,47.989
1969,48.051
1970,48.129
1971,48.209
1972,48.269
1973,48.279
1974,48.213
1975,48.008
1976,47.598
1977,46.977
1978,46.178
1979,45.259
1980,44.338
1981,43.561
1982,43.035
1983,42.819
1984,42.916
1985,43.274
1986,43.795
1987,44.334
1988,44.774
1989,45.058
1990,45.159
1991,45.089
1992,44.91
1993,44.666
1994,44.367
1995,44.009
1996,43.581
1997,43.075
1998,42.491
1999,41.843
2000,41.148
2001,40.428
2002,39.704
2003,38.994
2004,38.313
2005,37.666
2006,37.055
2007,36.468
2008,35.896
1960,41.741
1961,41.347
1962,40.978
1963,40.642
1964,40.346
1965,40.104
1966,39.928
1967,39.822
1968,39.788
1969,39.826
1970,39.939
1971,40.131
1972,40.388
1973,40.69
1974,41.013
1975,41.325
1976,41.589
1977,41.788
1978,41.91
1979,41.954
1980,41.949
1981,41.942
1982,41.963
1983,42.019
1984,42.088
1985,42.131
1986,42.096
1987,41.919
1988,41.542
1989,40.927
1990,40.014
1991,38.756
1992,37.177
1993,35.333
1994,33.29
1995,31.131
1996,28.947
1997,26.835
1998,24.884
1999,23.166
2000,21.74
2001,20.635
2002,19.811
2003,19.222
2004,18.842
2005,18.641
2006,18.582
